 Renda média domiciliar per capita - Brasil
Renda média domic. per capita por Município
Período:2000
"Município";"Renda_média_domic._per_capita"
"352360 Itirapina";643,36
"352370 Itirapuã";461,54
"352380 Itobi";447,62
"352390 Itu";829,70
"352400 Itupeva";773,10
"352410 Ituverava";722,33
"352420 Jaborandi";378,63
"352430 Jaboticabal";768,67
"352440 Jacareí";697,52
"352450 Jaci";522,39
"352460 Jacupiranga";533,10
"352470 Jaguariúna";783,11
"352480 Jales";650,07
"352490 Jambeiro";524,12
"352500 Jandira";570,82
"352510 Jardinópolis";638,27
"352520 Jarinu";621,55
"352530 Jaú";789,00
"352540 Jeriquara";431,73
"352550 Joanópolis";558,21
"352560 João Ramalho";406,15
"352570 José Bonifácio";669,03
"352580 Júlio Mesquita";418,69
"352585 Jumirim";498,64
"352590 Jundiaí";1083,90
"352600 Junqueirópolis";476,18
"352610 Juquiá";453,57
"352620 Juquitiba";418,85
"352630 Lagoinha";358,99
"352640 Laranjal Paulista";698,33
"352650 Lavínia";450,03
"352660 Lavrinhas";373,30
"352670 Leme";622,34
"352680 Lençóis Paulista";688,23
"352690 Limeira";726,79
"352700 Lindóia";693,58
"352710 Lins";829,83
"352720 Lorena";646,78
"352725 Lourdes";349,50
"352730 Louveira";671,95
"352740 Lucélia";509,38
"352750 Lucianópolis";323,05
"352760 Luís Antônio";578,95
"352770 Luiziânia";384,08
"352780 Lupércio";350,77
"352790 Lutécia";419,48
"352800 Macatuba";472,56
"352810 Macaubal";534,39
"352820 Macedônia";362,91
"352830 Magda";508,31
"352840 Mairinque";567,60
"352850 Mairiporã";842,71
"352860 Manduri";485,74
"352870 Marabá Paulista";274,60
"352880 Maracaí";454,03
"352885 Marapoama";386,60
"352890 Mariápolis";337,00
"352900 Marília";827,97
"352910 Marinópolis";350,17
"352920 Martinópolis";457,66
"352930 Matão";622,87
"352940 Mauá";540,01
"352950 Mendonça";576,16
"352960 Meridiano";368,77
"352965 Mesópolis";321,92
"352970 Miguelópolis";538,80
"352980 Mineiros do Tietê";575,54
"353000 Mira Estrela";362,10
"352990 Miracatu";409,89
"353010 Mirandópolis";543,59
"353020 Mirante do Paranapanema";392,73
"353030 Mirassol";657,39
"353040 Mirassolândia";321,23
"353050 Mococa";600,54
"353060 Mogi das Cruzes";759,18
"353070 Mogi Guaçu";695,05
"353080 Mogi Mirim";826,79
"353090 Mombuca";551,24
"353100 Monções";408,62
"353110 Mongaguá";603,18
"353120 Monte Alegre do Sul";666,16
"353130 Monte Alto";694,93
"353140 Monte Aprazível";644,49
"353150 Monte Azul Paulista";651,88
"353160 Monte Castelo";428,18
"353180 Monte Mor";509,95
"353170 Monteiro Lobato";525,26
"353190 Morro Agudo";568,48
"353200 Morungaba";686,99
"353205 Motuca";429,94
"353210 Murutinga do Sul";457,58
"353215 Nantes";356,74
"353220 Narandiba";331,51
"353230 Natividade da Serra";338,61
"353240 Nazaré Paulista";423,12
"353250 Neves Paulista";624,10
"353260 Nhandeara";613,26
"353270 Nipoã";422,01
"353280 Nova Aliança";527,00
"353282 Nova Campina";317,29
"353284 Nova Canaã Paulista";311,31
"353286 Nova Castilho";258,52
"353290 Nova Europa";551,85
"353300 Nova Granada";493,57
"353310 Nova Guataporanga";313,56
"353320 Nova Independência";287,76
"353330 Nova Luzitânia";441,61
"353340 Nova Odessa";670,72
"353325 Novais";298,43
"353350 Novo Horizonte";588,61
"353360 Nuporanga";600,86
"353370 Ocauçu";499,72
"353380 Óleo";349,16
"353390 Olímpia";693,34
"353400 Onda Verde";396,49
"353410 Oriente";499,40
"353420 Orindiúva";578,93
"353430 Orlândia";676,14
"353440 Osasco";767,48
"353450 Oscar Bressane";536,95
"353460 Osvaldo Cruz";630,10
"353470 Ourinhos";667,08
"353480 Ouro Verde";266,65
"353475 Ouroeste";492,54
"353490 Pacaembu";466,57
"353500 Palestina";467,48
"353510 Palmares Paulista";417,18
"353520 Palmeira d'Oeste";467,39
"353530 Palmital";786,96
"353540 Panorama";571,97
"353550 Paraguaçu Paulista";530,72
"353560 Paraibuna";484,75
"353570 Paraíso";459,95
"353580 Paranapanema";509,51
"353590 Paranapuã";465,38
"353600 Parapuã";726,71
"353610 Pardinho";495,67
"353620 Pariquera-Açu";468,09
"353625 Parisi";372,74
"353630 Patrocínio Paulista";527,41
"353640 Paulicéia";441,04
"353650 Paulínia";992,35
"353657 Paulistânia";478,05
"353660 Paulo de Faria";522,52
"353670 Pederneiras";518,81
"353680 Pedra Bela";375,57
"353690 Pedranópolis";343,20
"353700 Pedregulho";459,76
"353710 Pedreira";718,46
"353715 Pedrinhas Paulista";679,12
"353720 Pedro de Toledo";437,17
"353730 Penápolis";710,48
"353740 Pereira Barreto";505,00
"353750 Pereiras";566,64
"353760 Peruíbe";615,71
"353770 Piacatu";434,54
"353780 Piedade";545,11
"353790 Pilar do Sul";632,62
"353800 Pindamonhangaba";653,27
"353810 Pindorama";516,45
"353820 Pinhalzinho";517,94
"353830 Piquerobi";410,10
"353850 Piquete";566,80
"353860 Piracaia";581,89
"353870 Piracicaba";896,25
"353880 Piraju";643,68
"353890 Pirajuí";534,17
"353900 Pirangi";512,89
"353910 Pirapora do Bom Jesus";464,76
"353920 Pirapozinho";577,99
"353930 Pirassununga";790,38
"353940 Piratininga";691,19
"353950 Pitangueiras";480,25
"353960 Planalto";561,92
"353970 Platina";366,82
"353980 Poá";594,45
"353990 Poloni";603,93
"354000 Pompéia";616,90
"354010 Pongaí";602,34
"354020 Pontal";700,15
"354025 Pontalinda";260,96
"354030 Pontes Gestal";372,78
"354040 Populina";373,80
"354050 Porangaba";461,39
"354060 Porto Feliz";570,51
"354070 Porto Ferreira";663,81
"354075 Potim";355,46
"354080 Potirendaba";594,74
"354085 Pracinha";241,08
"354090 Pradópolis";566,85
"354100 Praia Grande";742,72
"354105 Pratânia";578,95
"354110 Presidente Alves";457,62
"354120 Presidente Bernardes";504,47
"354130 Presidente Epitácio";576,68
"354140 Presidente Prudente";948,92
"354150 Presidente Venceslau";716,94
"354160 Promissão";523,41
"354165 Quadra";368,99
"354170 Quatá";531,43
"354180 Queiroz";262,39
"354190 Queluz";448,81
"354200 Quintana";423,90
"354210 Rafard";578,56
"354220 Rancharia";514,19
"354230 Redenção da Serra";326,94
"354240 Regente Feijó";582,94
"354250 Reginópolis";522,11
"354260 Registro";570,76
"354270 Restinga";359,18
"354280 Ribeira";251,28
"354290 Ribeirão Bonito";533,23
"354300 Ribeirão Branco";236,88
"354310 Ribeirão Corrente";369,00
"354320 Ribeirão do Sul";388,34
"354323 Ribeirão dos Índios";286,03
"354325 Ribeirão Grande";332,05
"354330 Ribeirão Pires";712,47
"354340 Ribeirão Preto";1062,13
"354360 Rifaina";457,24
"354370 Rincão";431,90
"354380 Rinópolis";454,90
"354390 Rio Claro";919,28
"354400 Rio das Pedras";589,42
"354410 Rio Grande da Serra";385,54
"354420 Riolândia";470,51
"354350 Riversul";262,33
"354425 Rosana";594,82
"354430 Roseira";410,73
"354440 Rubiácea";435,30
"354450 Rubinéia";488,39
"354460 Sabino";532,63
"354470 Sagres";269,24
"354480 Sales";453,82
"354490 Sales Oliveira";623,16
"354500 Salesópolis";512,15
"354510 Salmourão";338,90
"354515 Saltinho";840,22
"354520 Salto";675,17
"354530 Salto de Pirapora";464,21
"354540 Salto Grande";475,15
"354550 Sandovalina";374,52
"354560 Santa Adélia";561,64
"354570 Santa Albertina";628,67
"354580 Santa Bárbara d'Oeste";641,55
"354600 Santa Branca";530,13
"354610 Santa Clara d'Oeste";386,79
"354620 Santa Cruz da Conceição";685,49
"354625 Santa Cruz da Esperança";523,65
"354630 Santa Cruz das Palmeiras";569,18
"354640 Santa Cruz do Rio Pardo";682,95
"354650 Santa Ernestina";468,66
"354660 Santa Fé do Sul";707,45
"354670 Santa Gertrudes";560,47
"354680 Santa Isabel";538,22
"354690 Santa Lúcia";409,58
"354700 Santa Maria da Serra";476,57
"354710 Santa Mercedes";342,82
"354740 Santa Rita d'Oeste";350,78
"354750 Santa Rita do Passa Quatro";936,74
"354760 Santa Rosa de Viterbo";587,42
"354765 Santa Salete";398,96
"354720 Santana da Ponte Pensa";491,49
"354730 Santana de Parnaíba";1539,20
"354770 Santo Anastácio";512,38
"354780 Santo André";1015,15
"354790 Santo Antônio da Alegria";531,25
"354800 Santo Antônio de Posse";630,59
"354805 Santo Antônio do Aracanguá";390,33
"354810 Santo Antônio do Jardim";471,16
"354820 Santo Antônio do Pinhal";568,56
"354830 Santo Expedito";399,33
"354840 Santópolis do Aguapeí";324,95
"354850 Santos";1435,73
"354860 São Bento do Sapucaí";455,96
"354870 São Bernardo do Campo";993,48
"354880 São Caetano do Sul";1638,66
"354890 São Carlos";897,64
"354900 São Francisco";380,20
"354910 São João da Boa Vista";802,43
"354920 São João das Duas Pontes";486,60
"354925 São João de Iracema";588,86
"354930 São João do Pau d'Alho";339,23
"354940 São Joaquim da Barra";664,88
"354950 São José da Bela Vista";382,61
"354960 São José do Barreiro";488,03
"354970 São José do Rio Pardo";664,38
"354980 São José do Rio Preto";1006,43
"354990 São José dos Campos";924,93
"354995 São Lourenço da Serra";485,18
"355000 São Luís do Paraitinga";460,44
"355010 São Manuel";596,37
"355020 São Miguel Arcanjo";442,80
"355030 São Paulo";1201,00
"355040 São Pedro";691,48
"355050 São Pedro do Turvo";352,17
"355060 São Roque";838,61
"355070 São Sebastião";705,46
"355080 São Sebastião da Grama";479,98
"355090 São Simão";629,64
"355100 São Vicente";650,11
"355110 Sarapuí";550,72
"355120 Sarutaiá";300,38
"355130 Sebastianópolis do Sul";406,13
"355140 Serra Azul";429,35
"355160 Serra Negra";918,34
"355150 Serrana";466,04
"355170 Sertãozinho";781,24
"355180 Sete Barras";311,20
"355190 Severínia";424,13
"355200 Silveiras";427,05
"355210 Socorro";634,44
"355220 Sorocaba";881,35
"355230 Sud Mennucci";503,86
"355240 Sumaré";571,66
"355255 Suzanápolis";369,16
"355250 Suzano";570,28
"355260 Tabapuã";488,41
"355270 Tabatinga";514,49
"355280 Taboão da Serra";702,07
"355290 Taciba";428,62
"355300 Taguaí";436,51
"355310 Taiaçu";469,64
"355320 Taiúva";625,48
"355330 Tambaú";503,55
"355340 Tanabi";585,13
"355350 Tapiraí";429,21
"355360 Tapiratiba";540,48
"355365 Taquaral";427,91
"355370 Taquaritinga";585,76
"355380 Taquarituba";469,69
"355385 Taquarivaí";336,79
"355390 Tarabai";315,71
"355395 Tarumã";468,12
"355400 Tatuí";659,81
"355410 Taubaté";906,66
"355420 Tejupá";347,73
"355430 Teodoro Sampaio";506,44
"355440 Terra Roxa";404,72
"355450 Tietê";843,29
"355460 Timburi";394,00
"355465 Torre de Pedra";330,18
"355470 Torrinha";588,95
"355475 Trabiju";391,28
"355480 Tremembé";754,57
"355490 Três Fronteiras";468,37
"355495 Tuiuti";471,05
"355500 Tupã";693,87
"355510 Tupi Paulista";624,37
"355520 Turiúba";456,18
"355530 Turmalina";393,78
"355535 Ubarana";347,50
"355540 Ubatuba";618,96
"355550 Ubirajara";356,93
"355560 Uchoa";475,22
"355570 União Paulista";341,77
"355580 Urânia";468,66
"355590 Uru";422,57
"355600 Urupês";563,19
"355610 Valentim Gentil";550,98
"355620 Valinhos";1117,30
"355630 Valparaíso";559,76
"355635 Vargem";490,91
"355640 Vargem Grande do Sul";555,53
"355645 Vargem Grande Paulista";583,15
"355650 Várzea Paulista";511,72
"355660 Vera Cruz";545,51
"355670 Vinhedo";1233,52
"355680 Viradouro";520,03
"355690 Vista Alegre do Alto";773,31
"355695 Vitória Brasil";349,88
"355700 Votorantim";598,67
"355710 Votuporanga";816,67
"355715 Zacarias";342,86
"410010 Abatiá";287,22
"410020 Adrianópolis";226,43
"410030 Agudos do Sul";299,92
"410040 Almirante Tamandaré";390,71
"410045 Altamira do Paraná";259,00
"412862 Alto Paraíso";277,95
"410060 Alto Paraná";391,51
"410070 Alto Piquiri";463,19
"410050 Altônia";364,33
"410080 Alvorada do Sul";419,28
"410090 Amaporã";356,92
"410100 Ampére";469,14
"410105 Anahy";259,97
"410110 Andirá";466,24
"410115 Ângulo";442,84
"410120 Antonina";385,11
"410130 Antônio Olinto";227,22
"410140 Apucarana";566,71
"410150 Arapongas";598,05
"410160 Arapoti";655,99
"410165 Arapuã";207,69
"410170 Araruna";370,12
"410180 Araucária";476,24
"410185 Ariranha do Ivaí";289,56
"410190 Assaí";394,36
"410200 Assis Chateaubriand";685,40
"410210 Astorga";529,74
"410220 Atalaia";455,79
"410230 Balsa Nova";393,50
"410240 Bandeirantes";454,48
"410250 Barbosa Ferraz";315,70
"410270 Barra do Jacaré";400,35
"410260 Barracão";468,82
"410275 Bela Vista da Caroba";240,99
"410280 Bela Vista do Paraíso";516,79
"410290 Bituruna";334,96
"410300 Boa Esperança";320,44
"410302 Boa Esperança do Iguaçu";333,00
"410304 Boa Ventura de São Roque";360,14
"410305 Boa Vista da Aparecida";360,17
"410310 Bocaiúva do Sul";371,94
"410315 Bom Jesus do Sul";218,42
"410320 Bom Sucesso";355,93
"410322 Bom Sucesso do Sul";373,30
"410330 Borrazópolis";311,53
"410335 Braganey";234,38
"410337 Brasilândia do Sul";357,54
"410340 Cafeara";314,56
"410345 Cafelândia";514,98
"410347 Cafezal do Sul";400,75
"410350 Califórnia";407,18
"410360 Cambará";484,09
"410370 Cambé";521,19
"410380 Cambira";414,64
"410390 Campina da Lagoa";375,92
"410395 Campina do Simão";229,58
"410400 Campina Grande do Sul";417,52
"410405 Campo Bonito";240,89
"410410 Campo do Tenente";274,10
"410420 Campo Largo";526,26
"410425 Campo Magro";443,63
"410430 Campo Mourão";555,74
"410440 Cândido de Abreu";220,93
"410442 Candói";353,73
"410445 Cantagalo";295,36
"410450 Capanema";459,45
"410460 Capitão Leônidas Marques";490,36
"410465 Carambeí";536,06
"410470 Carlópolis";407,07
"410480 Cascavel";689,24
"410490 Castro";456,43
"410500 Catanduvas";363,47
"410510 Centenário do Sul";338,49
"410520 Cerro Azul";246,52
"410530 Céu Azul";516,85
"410540 Chopinzinho";444,30
"410550 Cianorte";614,59
"410560 Cidade Gaúcha";439,30
"410570 Clevelândia";386,33
"410580 Colombo";464,52
"410590 Colorado";554,71
"410600 Congonhinhas";275,92
"410610 Conselheiro Mairinck";535,02
"410620 Contenda";409,16
"410630 Corbélia";467,56
"410640 Cornélio Procópio";621,92
"410645 Coronel Domingos Soares";188,32
"410650 Coronel Vivida";381,99
"410655 Corumbataí do Sul";191,74
"410680 Cruz Machado";278,51
"410657 Cruzeiro do Iguaçu";279,80
"410660 Cruzeiro do Oeste";447,52
"410670 Cruzeiro do Sul";375,00
"410685 Cruzmaltina";233,98
"410690 Curitiba";1219,37
"410700 Curiúva";258,74
"410715 Diamante D'Oeste";294,35
"410710 Diamante do Norte";402,47
"410712 Diamante do Sul";259,09
"410720 Dois Vizinhos";519,96
"410725 Douradina";438,97
"410730 Doutor Camargo";446,38
"412863 Doutor Ulysses";157,54
"410740 Enéas Marques";555,32
"410750 Engenheiro Beltrão";520,82
"410753 Entre Rios do Oeste";708,11
"410752 Esperança Nova";300,10
"410754 Espigão Alto do Iguaçu";325,94
"410755 Farol";318,06
"410760 Faxinal";436,67
"410765 Fazenda Rio Grande";381,16
"410770 Fênix";326,01
"410773 Fernandes Pinheiro";285,97
"410775 Figueira";343,71
"410785 Flor da Serra do Sul";299,92
"410780 Floraí";476,39
"410790 Floresta";469,17
"410800 Florestópolis";318,17
"410810 Flórida";421,85
"410820 Formosa do Oeste";366,61
"410830 Foz do Iguaçu";640,48
"410845 Foz do Jordão";276,61
"410832 Francisco Alves";295,52
"410840 Francisco Beltrão";606,80
"410850 General Carneiro";351,65
"410855 Godoy Moreira";214,02
"410860 Goioerê";447,89
"410865 Goioxim";235,48
"410870 Grandes Rios";276,81
"410880 Guaíra";492,08
"410890 Guairaçá";319,01
"410895 Guamiranga";215,89
"410900 Guapirama";324,09
"410910 Guaporema";315,97
"410920 Guaraci";397,19
"410930 Guaraniaçu";419,89
"410940 Guarapuava";575,40
"410950 Guaraqueçaba";204,53
"410960 Guaratuba";537,48
"410965 Honório Serpa";241,09
"410970 Ibaiti";352,86
"410975 Ibema";299,94
"410980 Ibiporã";544,39
"410990 Icaraíma";400,98
"411000 Iguaraçu";442,45
"411005 Iguatu";253,51
"411007 Imbaú";277,57
"411010 Imbituva";371,13
"411020 Inácio Martins";298,81
"411030 Inajá";307,87
"411040 Indianópolis";373,85
"411050 Ipiranga";337,20
"411060 Iporã";354,31
"411065 Iracema do Oeste";254,92
"411070 Irati";418,71
"411080 Iretama";324,36
"411090 Itaguajé";460,50
"411095 Itaipulândia";465,46
"411100 Itambaracá";311,27
"411110 Itambé";472,86
"411120 Itapejara d'Oeste";420,15
"411125 Itaperuçu";255,93
"411130 Itaúna do Sul";264,67
"411140 Ivaí";285,80
"411150 Ivaiporã";432,97
"411155 Ivaté";305,78
"411160 Ivatuba";571,95
"411170 Jaboti";349,38
"411180 Jacarezinho";560,98
"411190 Jaguapitã";422,90
"411200 Jaguariaíva";426,81
"411210 Jandaia do Sul";560,30
"411220 Janiópolis";272,33
"411230 Japira";378,26
"411240 Japurá";443,38
"411250 Jardim Alegre";334,45
"411260 Jardim Olinda";300,25
"411270 Jataizinho";368,27
"411275 Jesuítas";447,74
"411280 Joaquim Távora";400,84
"411290 Jundiaí do Sul";521,63
"411295 Juranda";368,63
"411300 Jussara";382,29
"411310 Kaloré";329,99
"411320 Lapa";465,74
"411325 Laranjal";207,29
"411330 Laranjeiras do Sul";440,06
"411340 Leópolis";379,61
"411342 Lidianópolis";312,30
"411345 Lindoeste";270,92
"411350 Loanda";441,16
"411360 Lobato";531,93
"411370 Londrina";863,30
"411373 Luiziana";284,86
"411375 Lunardelli";291,11
"411380 Lupionópolis";431,54
"411390 Mallet";405,73
"411400 Mamborê";343,28
"411410 Mandaguaçu";464,90
"411420 Mandaguari";469,99
"411430 Mandirituba";456,82
"411435 Manfrinópolis";231,27
"411440 Mangueirinha";401,80
"411450 Manoel Ribas";325,23
"411460 Marechal Cândido Rondon";671,33
"411470 Maria Helena";255,20
"411480 Marialva";600,91
"411490 Marilândia do Sul";380,95
"411500 Marilena";341,47
"411510 Mariluz";299,66
"411520 Maringá";914,44
"411530 Mariópolis";492,60
"411535 Maripá";576,13
"411540 Marmeleiro";389,98
"411545 Marquinho";216,83
"411550 Marumbi";354,30
"411560 Matelândia";462,25
"411570 Matinhos";563,15
"411573 Mato Rico";205,07
"411575 Mauá da Serra";355,73
"411580 Medianeira";545,64
"411585 Mercedes";569,55
"411590 Mirador";303,23
"411600 Miraselva";428,83
"411605 Missal";480,22
"411610 Moreira Sales";347,94
"411620 Morretes";435,42
"411630 Munhoz de Melo";446,18
"411640 Nossa Senhora das Graças";298,63
"411650 Nova Aliança do Ivaí";372,36
"411660 Nova América da Colina";316,88
"411670 Nova Aurora";513,51
"411680 Nova Cantu";325,72
"411690 Nova Esperança";499,45
"411695 Nova Esperança do Sudoeste";374,56
"411700 Nova Fátima";459,86
"411705 Nova Laranjeiras";309,45
"411710 Nova Londrina";520,22
"411720 Nova Olímpia";378,36
"411725 Nova Prata do Iguaçu";378,97
"411721 Nova Santa Bárbara";341,16
"411722 Nova Santa Rosa";487,50
"411727 Nova Tebas";249,79
"411729 Novo Itacolomi";245,21
"411730 Ortigueira";229,78
"411740 Ourizona";416,22
"411745 Ouro Verde do Oeste";301,34
"411750 Paiçandu";357,11
"411760 Palmas";488,01
"411770 Palmeira";537,54
"411780 Palmital";284,98
"411790 Palotina";709,98
"411800 Paraíso do Norte";498,15
"411810 Paranacity";435,55
"411820 Paranaguá";599,62
"411830 Paranapoema";284,61
"411840 Paranavaí";615,83
"411845 Pato Bragado";561,34
"411850 Pato Branco";723,50
"411860 Paula Freitas";351,67
"411870 Paulo Frontin";346,27
"411880 Peabiru";391,85
"411885 Perobal";324,09
"411890 Pérola";455,69
"411900 Pérola d'Oeste";323,18
"411910 Piên";440,92
"411915 Pinhais";576,24
"411925 Pinhal de São Bento";260,30
"411920 Pinhalão";372,29
"411930 Pinhão";307,33
"411940 Piraí do Sul";410,72
"411950 Piraquara";410,37
"411960 Pitanga";361,23
"411965 Pitangueiras";369,10
"411970 Planaltina do Paraná";352,31
"411980 Planalto";358,49
"411990 Ponta Grossa";625,53
"411995 Pontal do Paraná";527,38
"412000 Porecatu";550,10
"412010 Porto Amazonas";402,10
"412015 Porto Barreiro";340,24
"412020 Porto Rico";359,28
"412030 Porto Vitória";337,17
"412033 Prado Ferreira";373,36
"412035 Pranchita";534,81
"412040 Presidente Castelo Branco";381,05
"412050 Primeiro de Maio";400,37
"412060 Prudentópolis";278,47
"412065 Quarto Centenário";282,06
"412070 Quatiguá";432,49
"412080 Quatro Barras";585,98
"412085 Quatro Pontes";584,52
"412090 Quedas do Iguaçu";437,53
"412100 Querência do Norte";324,03
"412110 Quinta do Sol";345,60
"412120 Quitandinha";325,13
"412125 Ramilândia";223,36
"412130 Rancho Alegre";353,98
"412135 Rancho Alegre D'Oeste";263,79
"412140 Realeza";478,13
"412150 Rebouças";270,32
"412160 Renascença";350,28
"412170 Reserva";286,77
"412175 Reserva do Iguaçu";406,04
"412180 Ribeirão Claro";395,44
"412190 Ribeirão do Pinhal";382,31
"412200 Rio Azul";295,48
"412210 Rio Bom";289,26
"412215 Rio Bonito do Iguaçu";246,78
"412217 Rio Branco do Ivaí";231,28
"412220 Rio Branco do Sul";346,62
"412230 Rio Negro";527,30
"412240 Rolândia";642,36
"412250 Roncador";278,37
"412260 Rondon";424,98
"412265 Rosário do Ivaí";249,53
"412270 Sabáudia";426,14
"412280 Salgado Filho";247,72
"412290 Salto do Itararé";300,56
"412300 Salto do Lontra";352,37
"412310 Santa Amélia";351,95
"412320 Santa Cecília do Pavão";282,32
"412330 Santa Cruz de Monte Castelo";376,32
"412340 Santa Fé";476,82
"412350 Santa Helena";509,55
"412360 Santa Inês";357,30
"412370 Santa Isabel do Ivaí";403,49
"412380 Santa Izabel do Oeste";406,52
"412382 Santa Lúcia";378,84
"412385 Santa Maria do Oeste";194,09
"412390 Santa Mariana";400,40
"412395 Santa Mônica";249,75
"412402 Santa Tereza do Oeste";345,53
"412405 Santa Terezinha de Itaipu";521,29
"412400 Santana do Itararé";325,66
"412410 Santo Antônio da Platina";475,20
"412420 Santo Antônio do Caiuá";306,16
"412430 Santo Antônio do Paraíso";338,99
"412440 Santo Antônio do Sudoeste";330,55
"412450 Santo Inácio";428,05
"412460 São Carlos do Ivaí";392,68
"412470 São Jerônimo da Serra";290,05
"412480 São João";472,64
"412490 São João do Caiuá";323,25
"412500 São João do Ivaí";329,73
"412510 São João do Triunfo";257,92
"412520 São Jorge d'Oeste";423,19
"412530 São Jorge do Ivaí";546,13
"412535 São Jorge do Patrocínio";309,29
"412540 São José da Boa Vista";284,59
"412545 São José das Palmeiras";301,35
"412550 São José dos Pinhais";611,82
"412555 São Manoel do Paraná";339,96
"412560 São Mateus do Sul";495,22
"412570 São Miguel do Iguaçu";611,74
"412575 São Pedro do Iguaçu";283,39
"412580 São Pedro do Ivaí";440,68
"412590 São Pedro do Paraná";346,56
"412600 São Sebastião da Amoreira";344,13
"412610 São Tomé";371,43
"412620 Sapopema";249,67
"412625 Sarandi";367,82
"412627 Saudade do Iguaçu";628,93
"412630 Sengés";535,26
"412635 Serranópolis do Iguaçu";543,81
"412640 Sertaneja";484,58
"412650 Sertanópolis";641,84
"412660 Siqueira Campos";408,29
"412665 Sulina";389,68
"412667 Tamarana";328,34
"412670 Tamboara";379,67
"412680 Tapejara";391,74
"412690 Tapira";335,13
"412700 Teixeira Soares";365,17
"412710 Telêmaco Borba";541,34
"412720 Terra Boa";384,21
"412730 Terra Rica";437,67
"412740 Terra Roxa";401,12
"412750 Tibagi";304,23
"412760 Tijucas do Sul";330,95
"412770 Toledo";608,54
"412780 Tomazina";362,61
"412785 Três Barras do Paraná";365,07
"412788 Tunas do Paraná";342,54
"412790 Tuneiras do Oeste";305,29
"412795 Tupãssi";525,90
"412796 Turvo";245,89
"412800 Ubiratã";369,38
"412810 Umuarama";616,83
"412820 União da Vitória";562,69
"412830 Uniflor";350,55
"412840 Uraí";434,57
"412853 Ventania";337,06
"412855 Vera Cruz do Oeste";384,84
"412860 Verê";428,66
"412865 Virmond";353,81
"412870 Vitorino";446,55
"412850 Wenceslau Braz";443,03
"412880 Xambrê";351,65
"420005 Abdon Batista";302,99
"420010 Abelardo Luz";489,89
"420020 Agrolândia";412,73
"420030 Agronômica";515,24
"420040 Água Doce";579,36
"420050 Águas de Chapecó";525,31
"420055 Águas Frias";495,00
"420060 Águas Mornas";400,23
"420070 Alfredo Wagner";524,32
"420075 Alto Bela Vista";393,09
"420080 Anchieta";281,59
"420090 Angelina";334,92
"420100 Anita Garibaldi";308,54
"420110 Anitápolis";472,02
"420120 Antônio Carlos";595,82
"420125 Apiúna";478,23
"420127 Arabutã";628,94
"420130 Araquari";360,91
"420140 Araranguá";570,28
"420150 Armazém";547,28
"420160 Arroio Trinta";496,24
"420165 Arvoredo";390,26
"420170 Ascurra";540,68
"420180 Atalanta";543,59
"420190 Aurora";540,12
"420195 Balneário Arroio do Silva";487,77
"420205 Balneário Barra do Sul";482,41
"420200 Balneário Camboriú";1318,69
"420207 Balneário Gaivota";416,88
"421280 Balneário Piçarras";644,76
"420208 Bandeirante";365,24
"420209 Barra Bonita";290,25
"420210 Barra Velha";534,42
"420213 Bela Vista do Toldo";231,92
"420215 Belmonte";301,67
"420220 Benedito Novo";485,42
"420230 Biguaçu";589,86
"420240 Blumenau";908,71
"420243 Bocaina do Sul";283,12
"420250 Bom Jardim da Serra";436,50
"420253 Bom Jesus";315,08
"420257 Bom Jesus do Oeste";280,49
"420260 Bom Retiro";411,69
"420245 Bombinhas";601,90
"420270 Botuverá";546,38
"420280 Braço do Norte";860,11
"420285 Braço do Trombudo";461,79
"420287 Brunópolis";282,91
"420290 Brusque";818,58
"420300 Caçador";542,70
"420310 Caibi";564,25
"420315 Calmon";197,78
"420320 Camboriú";468,00
"420330 Campo Alegre";420,68
"420340 Campo Belo do Sul";295,62
"420350 Campo Erê";333,18
"420360 Campos Novos";494,13
"420370 Canelinha";505,60
"420380 Canoinhas";500,69
"420325 Capão Alto";345,57
"420390 Capinzal";515,43
"420395 Capivari de Baixo";441,45
"420400 Catanduvas";553,02
"420410 Caxambu do Sul";702,93
"420415 Celso Ramos";257,78
"420417 Cerro Negro";214,49
"420419 Chapadão do Lageado";310,12
"420420 Chapecó";672,48
"420425 Cocal do Sul";557,96
"420430 Concórdia";749,81
"420435 Cordilheira Alta";610,81
"420440 Coronel Freitas";477,89
"420445 Coronel Martins";340,40
"420455 Correia Pinto";404,47
"420450 Corupá";572,15
"420460 Criciúma";802,66
"420470 Cunha Porã";563,12
"420475 Cunhataí";566,77
"420480 Curitibanos";496,12
"420490 Descanso";426,04
"420500 Dionísio Cerqueira";382,88
"420510 Dona Emma";561,44
"420515 Doutor Pedrinho";530,45
"420517 Entre Rios";164,74
"420519 Ermo";396,22
"420520 Erval Velho";476,86
"420530 Faxinal dos Guedes";641,41
"420535 Flor do Sertão";392,35
"420540 Florianópolis";1379,81
"420543 Formosa do Sul";547,77
"420545 Forquilhinha";604,36
"420550 Fraiburgo";496,81
"420555 Frei Rogério";323,97
"420560 Galvão";506,30
"420570 Garopaba";450,26
"420580 Garuva";459,52
"420590 Gaspar";715,73
"420600 Governador Celso Ramos";455,25
"420610 Grão Pará";773,09
"420620 Gravatal";457,49
"420630 Guabiruba";658,52
"420640 Guaraciaba";414,02
"420650 Guaramirim";583,57
"420660 Guarujá do Sul";651,01
"420665 Guatambú";272,88
"420670 Herval d'Oeste";496,56
